"GOLESLOCAL","GOLESVISITANTE","LOCAL","VISITANTE","DIVISION","TEMPORADA","NUMJORNADA"
2,0,"Ourense","Dptivo. Coruña","2ª",1974,30
0,1,"Burgos","Sabadell","2ª",1974,30
0,1,"Salamanca","Hércules","2ª",1974,30
0,0,"Gimn. Tarragona","Cádiz","2ª",1974,30
1,1,"Betis","Levante","2ª",1974,30
2,0,"Sant Andreu","Sevilla","2ª",1974,30
1,0,"Mallorca","Tenerife","2ª",1974,30
2,1,"Rayo Vallecano","Valladolid","2ª",1974,30
3,1,"Barakaldo","Osasuna","2ª",1974,30
2,2,"Córdoba","Linares","2ª",1974,30
1,1,"Linares","Ourense","2ª",1974,31
2,0,"Dptivo. Coruña","Burgos","2ª",1974,31
1,0,"Sabadell","Salamanca","2ª",1974,31
2,1,"Hércules","Gimn. Tarragona","2ª",1974,31
1,0,"Cádiz","Betis","2ª",1974,31
1,1,"Levante","Sant Andreu","2ª",1974,31
2,0,"Sevilla","Mallorca","2ª",1974,31
2,1,"Tenerife","Rayo Vallecano","2ª",1974,31
3,0,"Valladolid","Barakaldo","2ª",1974,31
2,1,"Osasuna","Córdoba","2ª",1974,31
2,1,"Burgos","Ourense","2ª",1974,32
1,0,"Salamanca","Dptivo. Coruña","2ª",1974,32
2,0,"Gimn. Tarragona","Sabadell","2ª",1974,32
2,1,"Betis","Hércules","2ª",1974,32
2,1,"Sant Andreu","Cádiz","2ª",1974,32
0,0,"Mallorca","Levante","2ª",1974,32
1,0,"Rayo Vallecano","Sevilla","2ª",1974,32
5,1,"Barakaldo","Tenerife","2ª",1974,32
4,1,"Córdoba","Valladolid","2ª",1974,32
3,0,"Osasuna","Linares","2ª",1974,32
0,0,"Linares","Burgos","2ª",1974,33
3,1,"Ourense","Salamanca","2ª",1974,33
0,1,"Dptivo. Coruña","Gimn. Tarragona","2ª",1974,33
2,3,"Sabadell","Betis","2ª",1974,33
2,0,"Hércules","Sant Andreu","2ª",1974,33
2,1,"Cádiz","Mallorca","2ª",1974,33
2,1,"Levante","Rayo Vallecano","2ª",1974,33
3,0,"Sevilla","Barakaldo","2ª",1974,33
2,0,"Tenerife","Córdoba","2ª",1974,33
2,1,"Valladolid","Osasuna","2ª",1974,33
2,2,"Salamanca","Burgos","2ª",1974,34
1,1,"Gimn. Tarragona","Ourense","2ª",1974,34
4,0,"Betis","Dptivo. Coruña","2ª",1974,34
2,0,"Sant Andreu","Sabadell","2ª",1974,34
3,1,"Mallorca","Hércules","2ª",1974,34
1,0,"Rayo Vallecano","Cádiz","2ª",1974,34
3,1,"Barakaldo","Levante","2ª",1974,34
1,0,"Córdoba","Sevilla","2ª",1974,34
2,2,"Osasuna","Tenerife","2ª",1974,34
2,1,"Valladolid","Linares","2ª",1974,34
0,1,"Linares","Salamanca","2ª",1974,35
1,0,"Burgos","Gimn. Tarragona","2ª",1974,35
0,0,"Ourense","Betis","2ª",1974,35
3,2,"Dptivo. Coruña","Sant Andreu","2ª",1974,35
2,0,"Sabadell","Mallorca","2ª",1974,35
1,0,"Hércules","Rayo Vallecano","2ª",1974,35
4,0,"Cádiz","Barakaldo","2ª",1974,35
2,1,"Levante","Córdoba","2ª",1974,35
0,1,"Sevilla","Osasuna","2ª",1974,35
1,0,"Tenerife","Valladolid","2ª",1974,35
1,1,"Gimn. Tarragona","Salamanca","2ª",1974,36
3,0,"Betis","Burgos","2ª",1974,36
1,2,"Sant Andreu","Ourense","2ª",1974,36
2,1,"Mallorca","Dptivo. Coruña","2ª",1974,36
1,0,"Rayo Vallecano","Sabadell","2ª",1974,36
0,0,"Barakaldo","Hércules","2ª",1974,36
0,2,"Córdoba","Cádiz","2ª",1974,36
2,1,"Osasuna","Levante","2ª",1974,36
1,0,"Valladolid","Sevilla","2ª",1974,36
3,0,"Tenerife","Linares","2ª",1974,36
2,1,"Gimn. Tarragona","Linares","2ª",1974,37
1,0,"Salamanca","Betis","2ª",1974,37
1,0,"Burgos","Sant Andreu","2ª",1974,37
1,1,"Ourense","Mallorca","2ª",1974,37
1,0,"Dptivo. Coruña","Rayo Vallecano","2ª",1974,37
2,2,"Sabadell","Barakaldo","2ª",1974,37
2,0,"Hércules","Córdoba","2ª",1974,37
3,1,"Cádiz","Osasuna","2ª",1974,37
1,3,"Levante","Valladolid","2ª",1974,37
4,2,"Sevilla","Tenerife","2ª",1974,37
3,0,"Betis","Gimn. Tarragona","2ª",1974,38
4,2,"Sant Andreu","Salamanca","2ª",1974,38
1,0,"Mallorca","Burgos","2ª",1974,38
2,2,"Rayo Vallecano","Ourense","2ª",1974,38
2,0,"Barakaldo","Dptivo. Coruña","2ª",1974,38
4,2,"Córdoba","Sabadell","2ª",1974,38
1,2,"Osasuna","Hércules","2ª",1974,38
2,0,"Valladolid","Cádiz","2ª",1974,38
3,1,"Tenerife","Levante","2ª",1974,38
0,5,"Linares","Sevilla","2ª",1974,38
2,0,"Espanyol","Celta","1ª",1975,1
3,1,"Las Palmas","Betis","1ª",1975,1
0,0,"At. Madrid","Granada","1ª",1975,1
2,0,"Salamanca","Elche","1ª",1975,1
2,2,"Hércules","Murcia","1ª",1975,1
1,2,"Valencia","Real Madrid","1ª",1975,1
2,0,"Sporting Gijón","Zaragoza","1ª",1975,1
2,0,"Málaga (C.D.)","Ath. Bilbao","1ª",1975,1
3,2,"Real Sociedad","Barcelona","1ª",1975,1
1,0,"Celta","Real Sociedad","1ª",1975,2
0,0,"Betis","Espanyol","1ª",1975,2
1,1,"Granada","Las Palmas","1ª",1975,2
1,0,"Elche","At. Madrid","1ª",1975,2
2,1,"Murcia","Salamanca","1ª",1975,2
2,1,"Real Madrid","Hércules","1ª",1975,2
3,1,"Zaragoza","Valencia","1ª",1975,2
1,4,"Ath. Bilbao","Sporting Gijón","1ª",1975,2
5,0,"Barcelona","Málaga (C.D.)","1ª",1975,2
1,1,"Celta","Betis","1ª",1975,3
1,0,"Espanyol","Granada","1ª",1975,3
1,1,"Las Palmas","Elche","1ª",1975,3
1,0,"At. Madrid","Murcia","1ª",1975,3
0,0,"Salamanca","Real Madrid","1ª",1975,3
0,1,"Hércules","Zaragoza","1ª",1975,3
3,0,"Valencia","Ath. Bilbao","1ª",1975,3
0,1,"Sporting Gijón","Barcelona","1ª",1975,3
2,0,"Real Sociedad","Málaga (C.D.)","1ª",1975,3
3,0,"Betis","Real Sociedad","1ª",1975,4
1,0,"Granada","Celta","1ª",1975,4
2,4,"Elche","Espanyol","1ª",1975,4
1,1,"Murcia","Las Palmas","1ª",1975,4
1,0,"Real Madrid","At. Madrid","1ª",1975,4
1,1,"Zaragoza","Salamanca","1ª",1975,4
2,2,"Ath. Bilbao","Hércules","1ª",1975,4
5,2,"Barcelona","Valencia","1ª",1975,4
3,1,"Málaga (C.D.)","Sporting Gijón","1ª",1975,4
1,1,"Betis","Granada","1ª",1975,5
1,2,"Celta","Elche","1ª",1975,5
2,1,"Espanyol","Murcia","1ª",1975,5
1,2,"Las Palmas","Real Madrid","1ª",1975,5
4,0,"At. Madrid","Zaragoza","1ª",1975,5
0,0,"Salamanca","Ath. Bilbao","1ª",1975,5
0,0,"Hércules","Barcelona","1ª",1975,5
2,0,"Valencia","Málaga (C.D.)","1ª",1975,5
1,1,"Real Sociedad","Sporting Gijón","1ª",1975,5
1,0,"Granada","Real Sociedad","1ª",1975,6
2,0,"Elche","Betis","1ª",1975,6
1,0,"Murcia","Celta","1ª",1975,6
5,0,"Real Madrid","Espanyol","1ª",1975,6
3,1,"Zaragoza","Las Palmas","1ª",1975,6
3,0,"Ath. Bilbao","At. Madrid","1ª",1975,6
3,1,"Barcelona","Salamanca","1ª",1975,6
0,1,"Málaga (C.D.)","Hércules","1ª",1975,6
2,1,"Sporting Gijón","Valencia","1ª",1975,6
5,0,"Granada","Elche","1ª",1975,7
1,0,"Betis","Murcia","1ª",1975,7
3,3,"Celta","Real Madrid","1ª",1975,7
2,1,"Espanyol","Zaragoza","1ª",1975,7
2,0,"Las Palmas","Ath. Bilbao","1ª",1975,7
3,3,"At. Madrid","Barcelona","1ª",1975,7
1,0,"Salamanca","Málaga (C.D.)","1ª",1975,7
2,0,"Hércules","Sporting Gijón","1ª",1975,7
1,0,"Real Sociedad","Valencia","1ª",1975,7
3,0,"Elche","Real Sociedad","1ª",1975,8
0,0,"Murcia","Granada","1ª",1975,8
3,2,"Real Madrid","Betis","1ª",1975,8
4,2,"Zaragoza","Celta","1ª",1975,8
1,0,"Ath. Bilbao","Espanyol","1ª",1975,8
3,2,"Barcelona","Las Palmas","1ª",1975,8
0,0,"Málaga (C.D.)","At. Madrid","1ª",1975,8
2,1,"Sporting Gijón","Salamanca","1ª",1975,8
1,0,"Valencia","Hércules","1ª",1975,8
3,0,"Elche","Murcia","1ª",1975,9
3,3,"Granada","Real Madrid","1ª",1975,9
1,0,"Betis","Zaragoza","1ª",1975,9
1,0,"Celta","Ath. Bilbao","1ª",1975,9
5,2,"Espanyol","Barcelona","1ª",1975,9
1,0,"Las Palmas","Málaga (C.D.)","1ª",1975,9
2,2,"At. Madrid","Sporting Gijón","1ª",1975,9
0,1,"Salamanca","Valencia","1ª",1975,9
2,2,"Real Sociedad","Hércules","1ª",1975,9
2,2,"Murcia","Real Sociedad","1ª",1975,10
5,1,"Real Madrid","Elche","1ª",1975,10
4,1,"Zaragoza","Granada","1ª",1975,10
0,1,"Ath. Bilbao","Betis","1ª",1975,10
4,0,"Barcelona","Celta","1ª",1975,10
2,0,"Málaga (C.D.)","Espanyol","1ª",1975,10
0,0,"Sporting Gijón","Las Palmas","1ª",1975,10
1,1,"Valencia","At. Madrid","1ª",1975,10
2,1,"Hércules","Salamanca","1ª",1975,10
2,2,"Murcia","Real Madrid","1ª",1975,11
1,1,"Elche","Zaragoza","1ª",1975,11
1,1,"Granada","Ath. Bilbao","1ª",1975,11
1,0,"Betis","Barcelona","1ª",1975,11
2,0,"Celta","Málaga (C.D.)","1ª",1975,11
0,0,"Espanyol","Sporting Gijón","1ª",1975,11
1,1,"Las Palmas","Valencia","1ª",1975,11
2,0,"At. Madrid","Hércules","1ª",1975,11
1,1,"Real Sociedad","Salamanca","1ª",1975,11
1,1,"Real Madrid","Real Sociedad","1ª",1975,12
5,0,"Zaragoza","Murcia","1ª",1975,12
3,0,"Ath. Bilbao","Elche","1ª",1975,12
2,1,"Barcelona","Granada","1ª",1975,12
1,0,"Málaga (C.D.)","Betis","1ª",1975,12
1,1,"Sporting Gijón","Celta","1ª",1975,12
1,1,"Valencia","Espanyol","1ª",1975,12
3,1,"Hércules","Las Palmas","1ª",1975,12
1,1,"Salamanca","At. Madrid","1ª",1975,12
1,0,"Real Madrid","Zaragoza","1ª",1975,13
2,4,"Murcia","Ath. Bilbao","1ª",1975,13
1,0,"Elche","Barcelona","1ª",1975,13
1,0,"Granada","Málaga (C.D.)","1ª",1975,13
2,0,"Betis","Sporting Gijón","1ª",1975,13
1,1,"Celta","Valencia","1ª",1975,13
2,1,"Espanyol","Hércules","1ª",1975,13
1,1,"Las Palmas","Salamanca","1ª",1975,13
1,1,"Real Sociedad","At. Madrid","1ª",1975,13
1,1,"Zaragoza","Real Sociedad","1ª",1975,14
1,0,"Ath. Bilbao","Real Madrid","1ª",1975,14
3,1,"Barcelona","Murcia","1ª",1975,14
1,0,"Málaga (C.D.)","Elche","1ª",1975,14
5,1,"Sporting Gijón","Granada","1ª",1975,14
3,1,"Valencia","Betis","1ª",1975,14
0,0,"Hércules","Celta","1ª",1975,14
2,0,"Salamanca","Espanyol","1ª",1975,14
4,0,"At. Madrid","Las Palmas","1ª",1975,14
1,0,"Zaragoza","Ath. Bilbao","1ª",1975,15
1,0,"Real Madrid","Barcelona","1ª",1975,15
2,0,"Murcia","Málaga (C.D.)","1ª",1975,15
1,0,"Elche","Sporting Gijón","1ª",1975,15
2,1,"Granada","Valencia","1ª",1975,15
3,0,"Betis","Hércules","1ª",1975,15
2,0,"Celta","Salamanca","1ª",1975,15
1,0,"Espanyol","At. Madrid","1ª",1975,15
2,0,"Real Sociedad","Las Palmas","1ª",1975,15
3,0,"Real Sociedad","Ath. Bilbao","1ª",1975,16
2,2,"Barcelona","Zaragoza","1ª",1975,16
1,3,"Málaga (C.D.)","Real Madrid","1ª",1975,16
1,0,"Sporting Gijón","Murcia","1ª",1975,16
0,0,"Valencia","Elche","1ª",1975,16
0,1,"Hércules","Granada","1ª",1975,16
2,0,"Salamanca","Betis","1ª",1975,16
0,0,"At. Madrid","Celta","1ª",1975,16
2,0,"Las Palmas","Espanyol","1ª",1975,16
1,0,"Ath. Bilbao","Barcelona","1ª",1975,17
1,0,"Zaragoza","Málaga (C.D.)","1ª",1975,17
0,0,"Real Madrid","Sporting Gijón","1ª",1975,17
1,5,"Murcia","Valencia","1ª",1975,17
0,1,"Elche","Hércules","1ª",1975,17
1,1,"Granada","Salamanca","1ª",1975,17
2,1,"Betis","At. Madrid","1ª",1975,17
1,0,"Celta","Las Palmas","1ª",1975,17
0,1,"Espanyol","Real Sociedad","1ª",1975,17
2,0,"Celta","Espanyol","1ª",1975,18
1,0,"Betis","Las Palmas","1ª",1975,18
0,0,"Granada","At. Madrid","1ª",1975,18
0,1,"Elche","Salamanca","1ª",1975,18
1,1,"Murcia","Hércules","1ª",1975,18
3,2,"Real Madrid","Valencia","1ª",1975,18
3,1,"Zaragoza","Sporting Gijón","1ª",1975,18
3,1,"Ath. Bilbao","Málaga (C.D.)","1ª",1975,18
2,0,"Barcelona","Real Sociedad","1ª",1975,18
1,1,"Real Sociedad","Celta","1ª",1975,19
1,0,"Espanyol","Betis","1ª",1975,19
4,0,"Las Palmas","Granada","1ª",1975,19
3,0,"At. Madrid","Elche","1ª",1975,19
3,0,"Salamanca","Murcia","1ª",1975,19
1,1,"Hércules","Real Madrid","1ª",1975,19
0,0,"Valencia","Zaragoza","1ª",1975,19
1,1,"Sporting Gijón","Ath. Bilbao","1ª",1975,19
3,2,"Málaga (C.D.)","Barcelona","1ª",1975,19
1,0,"Betis","Celta","1ª",1975,20
0,0,"Granada","Espanyol","1ª",1975,20
1,1,"Elche","Las Palmas","1ª",1975,20
3,1,"Murcia","At. Madrid","1ª",1975,20
1,0,"Real Madrid","Salamanca","1ª",1975,20
2,2,"Zaragoza","Hércules","1ª",1975,20
1,1,"Ath. Bilbao","Valencia","1ª",1975,20
1,1,"Barcelona","Sporting Gijón","1ª",1975,20
2,0,"Málaga (C.D.)","Real Sociedad","1ª",1975,20
2,0,"Real Sociedad","Betis","1ª",1975,21
3,0,"Celta","Granada","1ª",1975,21
2,1,"Espanyol","Elche","1ª",1975,21
5,0,"Las Palmas","Murcia","1ª",1975,21
1,1,"At. Madrid","Real Madrid","1ª",1975,21
3,3,"Salamanca","Zaragoza","1ª",1975,21
0,0,"Hércules","Ath. Bilbao","1ª",1975,21
1,0,"Valencia","Barcelona","1ª",1975,21
1,0,"Celta","Real Sociedad","1ª",1977,3
4,1,"Valencia","Espanyol","1ª",1977,3
5,3,"Zaragoza","Elche","1ª",1977,3
2,1,"Burgos","Betis","1ª",1977,3
2,1,"Sevilla","Las Palmas","1ª",1977,3
2,0,"Hércules","Rac. Santander","1ª",1977,3
3,1,"Barcelona","Real Madrid","1ª",1977,3
1,1,"Ath. Bilbao","Málaga (C.D.)","1ª",1977,3
2,1,"At. Madrid","Salamanca","1ª",1977,3
2,0,"Real Sociedad","At. Madrid","1ª",1977,4
2,0,"Espanyol","Celta","1ª",1977,4
1,4,"Elche","Valencia","1ª",1977,4
2,1,"Betis","Zaragoza","1ª",1977,4
4,1,"Las Palmas","Burgos","1ª",1977,4
2,0,"Rac. Santander","Sevilla","1ª",1977,4
4,0,"Real Madrid","Hércules","1ª",1977,4
1,0,"Málaga (C.D.)","Barcelona","1ª",1977,4
3,0,"Salamanca","Ath. Bilbao","1ª",1977,4
3,3,"Real Sociedad","Espanyol","1ª",1977,5
1,1,"Celta","Elche","1ª",1977,5
2,2,"Valencia","Betis","1ª",1977,5
2,1,"Zaragoza","Las Palmas","1ª",1977,5
1,1,"Burgos","Rac. Santander","1ª",1977,5
1,1,"Sevilla","Real Madrid","1ª",1977,5
1,0,"Hércules","Málaga (C.D.)","1ª",1977,5
4,1,"Barcelona","Salamanca","1ª",1977,5
2,1,"At. Madrid","Ath. Bilbao","1ª",1977,5
1,4,"Espanyol","At. Madrid","1ª",1977,6
2,0,"Elche","Real Sociedad","1ª",1977,6
1,0,"Betis","Celta","1ª",1977,6
2,1,"Las Palmas","Valencia","1ª",1977,6
1,0,"Rac. Santander","Zaragoza","1ª",1977,6
1,0,"Real Madrid","Burgos","1ª",1977,6
0,0,"Málaga (C.D.)","Sevilla","1ª",1977,6
1,0,"Salamanca","Hércules","1ª",1977,6
1,3,"Ath. Bilbao","Barcelona","1ª",1977,6
2,0,"Espanyol","Elche","1ª",1977,7
3,0,"Real Sociedad","Betis","1ª",1977,7
1,0,"Celta","Las Palmas","1ª",1977,7
4,2,"Valencia","Rac. Santander","1ª",1977,7
2,4,"Zaragoza","Real Madrid","1ª",1977,7
3,0,"Burgos","Málaga (C.D.)","1ª",1977,7
2,0,"Sevilla","Salamanca","1ª",1977,7
0,0,"Hércules","Ath. Bilbao","1ª",1977,7
3,1,"At. Madrid","Barcelona","1ª",1977,7
0,1,"Elche","At. Madrid","1ª",1977,8
5,1,"Betis","Espanyol","1ª",1977,8
2,0,"Las Palmas","Real Sociedad","1ª",1977,8
1,0,"Rac. Santander","Celta","1ª",1977,8
2,0,"Real Madrid","Valencia","1ª",1977,8
2,1,"Málaga (C.D.)","Zaragoza","1ª",1977,8
3,1,"Salamanca","Burgos","1ª",1977,8
4,0,"Ath. Bilbao","Sevilla","1ª",1977,8
1,1,"Barcelona","Hércules","1ª",1977,8
2,0,"Elche","Betis","1ª",1977,9
2,0,"Espanyol","Las Palmas","1ª",1977,9
3,1,"Real Sociedad","Rac. Santander","1ª",1977,9
2,0,"Celta","Real Madrid","1ª",1977,9
3,1,"Valencia","Málaga (C.D.)","1ª",1977,9
2,0,"Zaragoza","Salamanca","1ª",1977,9
2,2,"Burgos","Ath. Bilbao","1ª",1977,9
0,1,"Sevilla","Barcelona","1ª",1977,9
1,0,"At. Madrid","Hércules","1ª",1977,9
1,0,"Betis","At. Madrid","1ª",1977,10
0,0,"Las Palmas","Elche","1ª",1977,10
2,2,"Rac. Santander","Espanyol","1ª",1977,10
2,2,"Real Madrid","Real Sociedad","1ª",1977,10
1,1,"Málaga (C.D.)","Celta","1ª",1977,10
0,0,"Salamanca","Valencia","1ª",1977,10
3,1,"Ath. Bilbao","Zaragoza","1ª",1977,10
3,0,"Barcelona","Burgos","1ª",1977,10
0,0,"Hércules","Sevilla","1ª",1977,10
2,2,"Betis","Las Palmas","1ª",1977,11
4,1,"Elche","Rac. Santander","1ª",1977,11
4,1,"Espanyol","Real Madrid","1ª",1977,11
1,0,"Real Sociedad","Málaga (C.D.)","1ª",1977,11
0,1,"Celta","Salamanca","1ª",1977,11
2,0,"Valencia","Ath. Bilbao","1ª",1977,11
0,0,"Zaragoza","Barcelona","1ª",1977,11
1,1,"Burgos","Hércules","1ª",1977,11
3,3,"At. Madrid","Sevilla","1ª",1977,11
1,1,"Las Palmas","At. Madrid","1ª",1977,12
4,3,"Rac. Santander","Betis","1ª",1977,12
5,2,"Real Madrid","Elche","1ª",1977,12
1,1,"Málaga (C.D.)","Espanyol","1ª",1977,12
1,1,"Salamanca","Real Sociedad","1ª",1977,12
2,2,"Ath. Bilbao","Celta","1ª",1977,12
6,1,"Barcelona","Valencia","1ª",1977,12
1,1,"Hércules","Zaragoza","1ª",1977,12
2,0,"Sevilla","Burgos","1ª",1977,12
4,1,"Las Palmas","Rac. Santander","1ª",1977,13
2,0,"Betis","Real Madrid","1ª",1977,13
3,0,"Elche","Málaga (C.D.)","1ª",1977,13
4,0,"Espanyol","Salamanca","1ª",1977,13
5,0,"Real Sociedad","Ath. Bilbao","1ª",1977,13
0,0,"Celta","Barcelona","1ª",1977,13
3,1,"Valencia","Hércules","1ª",1977,13
0,0,"Zaragoza","Sevilla","1ª",1977,13
0,3,"At. Madrid","Burgos","1ª",1977,13
0,0,"Rac. Santander","At. Madrid","1ª",1977,14
3,0,"Real Madrid","Las Palmas","1ª",1977,14
0,1,"Málaga (C.D.)","Betis","1ª",1977,14
1,0,"Salamanca","Elche","1ª",1977,14
5,2,"Ath. Bilbao","Espanyol","1ª",1977,14
2,1,"Barcelona","Real Sociedad","1ª",1977,14
2,1,"Hércules","Celta","1ª",1977,14
0,0,"Sevilla","Valencia","1ª",1977,14
2,0,"Burgos","Zaragoza","1ª",1977,14
3,3,"Rac. Santander","Real Madrid","1ª",1977,15
2,1,"Las Palmas","Málaga (C.D.)","1ª",1977,15
2,1,"Betis","Salamanca","1ª",1977,15
2,1,"Elche","Ath. Bilbao","1ª",1977,15
2,3,"Espanyol","Barcelona","1ª",1977,15
3,0,"Real Sociedad","Hércules","1ª",1977,15
0,0,"Celta","Sevilla","1ª",1977,15
3,1,"Valencia","Burgos","1ª",1977,15
2,0,"At. Madrid","Zaragoza","1ª",1977,15
4,0,"At. Madrid","Real Madrid","1ª",1977,16
1,2,"Málaga (C.D.)","Rac. Santander","1ª",1977,16
0,0,"Salamanca","Las Palmas","1ª",1977,16
1,0,"Ath. Bilbao","Betis","1ª",1977,16
4,1,"Barcelona","Elche","1ª",1977,16
2,0,"Hércules","Espanyol","1ª",1977,16
0,3,"Sevilla","Real Sociedad","1ª",1977,16
1,0,"Burgos","Celta","1ª",1977,16
2,2,"Zaragoza","Valencia","1ª",1977,16
4,1,"Real Madrid","Málaga (C.D.)","1ª",1977,17
0,1,"Rac. Santander","Salamanca","1ª",1977,17
2,1,"Las Palmas","Ath. Bilbao","1ª",1977,17
1,3,"Betis","Barcelona","1ª",1977,17
2,1,"Elche","Hércules","1ª",1977,17
0,0,"Espanyol","Sevilla","1ª",1977,17
4,1,"Real Sociedad","Burgos","1ª",1977,17
0,0,"Celta","Zaragoza","1ª",1977,17
2,3,"Valencia","At. Madrid","1ª",1977,17
1,0,"Celta","Valencia","1ª",1977,18
2,0,"Real Sociedad","Zaragoza","1ª",1977,18
2,1,"Espanyol","Burgos","1ª",1977,18
3,0,"Elche","Sevilla","1ª",1977,18
1,0,"Betis","Hércules","1ª",1977,18
2,1,"Las Palmas","Barcelona","1ª",1977,18
1,1,"Rac. Santander","Ath. Bilbao","1ª",1977,18
0,1,"Real Madrid","Salamanca","1ª",1977,18
0,0,"Málaga (C.D.)","At. Madrid","1ª",1977,18
3,0,"At. Madrid","Celta","1ª",1977,19
1,0,"Valencia","Real Sociedad","1ª",1977,19
3,3,"Zaragoza","Espanyol","1ª",1977,19
3,1,"Burgos","Elche","1ª",1977,19
3,2,"Sevilla","Betis","1ª",1977,19
2,1,"Hércules","Las Palmas","1ª",1977,19
7,0,"Barcelona","Rac. Santander","1ª",1977,19
4,1,"Ath. Bilbao","Real Madrid","1ª",1977,19
3,0,"Salamanca","Málaga (C.D.)","1ª",1977,19
4,0,"Real Sociedad","Celta","1ª",1977,20
3,0,"Espanyol","Valencia","1ª",1977,20
2,0,"Elche","Zaragoza","1ª",1977,20
2,1,"Betis","Burgos","1ª",1977,20
4,2,"Las Palmas","Sevilla","1ª",1977,20
1,1,"Rac. Santander","Hércules","1ª",1977,20
1,1,"Real Madrid","Barcelona","1ª",1977,20
0,3,"Málaga (C.D.)","Ath. Bilbao","1ª",1977,20
1,1,"Salamanca","At. Madrid","1ª",1977,20
5,1,"At. Madrid","Real Sociedad","1ª",1977,21
1,0,"Celta","Espanyol","1ª",1977,21
1,0,"Valencia","Elche","1ª",1977,21
2,1,"Zaragoza","Betis","1ª",1977,21
4,1,"Burgos","Las Palmas","1ª",1977,21
1,0,"Sevilla","Rac. Santander","1ª",1977,21
0,1,"Hércules","Real Madrid","1ª",1977,21
2,1,"Barcelona","Málaga (C.D.)","1ª",1977,21
2,0,"Ath. Bilbao","Salamanca","1ª",1977,21
1,0,"Espanyol","Real Sociedad","1ª",1977,22
1,1,"Elche","Celta","1ª",1977,22
0,0,"Betis","Valencia","1ª",1977,22
1,4,"Las Palmas","Zaragoza","1ª",1977,22
1,0,"Rac. Santander","Burgos","1ª",1977,22
0,0,"Real Madrid","Sevilla","1ª",1977,22
1,1,"Málaga (C.D.)","Hércules","1ª",1977,22
2,0,"Salamanca","Barcelona","1ª",1977,22
0,1,"Ath. Bilbao","At. Madrid","1ª",1977,22
1,1,"At. Madrid","Espanyol","1ª",1977,23
0,0,"Real Sociedad","Elche","1ª",1977,23
0,0,"Celta","Betis","1ª",1977,23
1,2,"Valencia","Las Palmas","1ª",1977,23
2,0,"Zaragoza","Rac. Santander","1ª",1977,23
3,2,"Burgos","Real Madrid","1ª",1977,23
2,1,"Sevilla","Málaga (C.D.)","1ª",1977,23
4,2,"Hércules","Salamanca","1ª",1977,23
0,2,"Barcelona","Ath. Bilbao","1ª",1977,23
4,1,"Elche","Espanyol","1ª",1977,24
2,1,"Betis","Real Sociedad","1ª",1977,24
5,1,"Las Palmas","Celta","1ª",1977,24
2,2,"Rac. Santander","Valencia","1ª",1977,24
4,2,"Real Madrid","Zaragoza","1ª",1977,24
1,2,"Málaga (C.D.)","Burgos","1ª",1977,24
1,0,"Salamanca","Sevilla","1ª",1977,24
3,0,"Ath. Bilbao","Hércules","1ª",1977,24
1,1,"Barcelona","At. Madrid","1ª",1977,24
5,1,"At. Madrid","Elche","1ª",1977,25
1,1,"Espanyol","Betis","1ª",1977,25
4,0,"Real Sociedad","Las Palmas","1ª",1977,25
2,0,"Celta","Rac. Santander","1ª",1977,25
1,1,"Valencia","Real Madrid","1ª",1977,25
3,1,"Zaragoza","Málaga (C.D.)","1ª",1977,25
0,2,"Burgos","Salamanca","1ª",1977,25
1,0,"Sevilla","Ath. Bilbao","1ª",1977,25
2,2,"Hércules","Barcelona","1ª",1977,25
1,0,"Betis","Elche","1ª",1977,26
5,0,"Las Palmas","Espanyol","1ª",1977,26
2,1,"Rac. Santander","Real Sociedad","1ª",1977,26
0,0,"Real Madrid","Celta","1ª",1977,26
0,1,"Málaga (C.D.)","Valencia","1ª",1977,26
0,0,"Salamanca","Zaragoza","1ª",1977,26
3,0,"Ath. Bilbao","Burgos","1ª",1977,26
3,3,"Barcelona","Sevilla","1ª",1977,26
2,1,"Hércules","At. Madrid","1ª",1977,26
3,1,"At. Madrid","Betis","1ª",1977,27
2,2,"Elche","Las Palmas","1ª",1977,27
2,1,"Espanyol","Rac. Santander","1ª",1977,27
1,1,"Real Sociedad","Real Madrid","1ª",1977,27
2,1,"Celta","Málaga (C.D.)","1ª",1977,27
0,0,"Valencia","Salamanca","1ª",1977,27
1,1,"Zaragoza","Ath. Bilbao","1ª",1977,27
1,0,"Burgos","Barcelona","1ª",1977,27
1,0,"Sevilla","Hércules","1ª",1977,27
1,1,"Las Palmas","Betis","1ª",1977,28
2,1,"Rac. Santander","Elche","1ª",1977,28
4,1,"Real Madrid","Espanyol","1ª",1977,28
2,1,"Málaga (C.D.)","Real Sociedad","1ª",1977,28
2,0,"Salamanca","Celta","1ª",1977,28
2,1,"Ath. Bilbao","Valencia","1ª",1977,28
2,1,"Barcelona","Zaragoza","1ª",1977,28
3,0,"Hércules","Burgos","1ª",1977,28
1,2,"Sevilla","At. Madrid","1ª",1977,28
1,0,"At. Madrid","Las Palmas","1ª",1977,29
2,1,"Betis","Rac. Santander","1ª",1977,29
1,1,"Elche","Real Madrid","1ª",1977,29
5,1,"Espanyol","Málaga (C.D.)","1ª",1977,29
1,0,"Real Sociedad","Salamanca","1ª",1977,29
0,0,"Celta","Ath. Bilbao","1ª",1977,29
0,1,"Valencia","Barcelona","1ª",1977,29
